from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
16801	16820	UNC2353860	JAX00279103	20	186613524	186762888	chr1	0.14587542476353	1	2
16821	16840	JAX00279104	UNC010414123	20	186763439	186897033	chr1	0.430726121753823	0	2
16841	16860	UNC2357801	JAX00013565	20	186926078	187146882	chr1	0.616382257330817	0	2
16861	16880	JAX00013566	JAX00279215	20	187147032	187297031	chr1	0.61726838405094	0	2
16881	16900	JAX00279217	JAX00279248	20	187298423	187425923	chr1	0.616852936136995	0	2
16901	16920	JAX00279253	JAX00013599	20	187431810	187586509	chr1	0.616456415748569	0	2
16921	16940	JAX00279281	UNC2370484	20	187590716	187740311	chr1	0.616068994207966	0	2
16941	16960	JAX00279326	UNC2372771	20	187755367	187914388	chr1	0.615559907519431	0	2
16961	16980	JAX00013622	UNC2374495	20	187922558	188055843	chr1	0.615250262467176	0	2
16981	17000	JAX00279405	JAX00279447	20	188058052	188204339	chr1	0.508301161880354	0	2
17001	17020	UNC2376366	JAX00279483	20	188216613	188487724	chr1	0.411681958142631	0	2
17021	17040	UNC2379870	JAX00279534	20	188526229	188840703	chr1	0.409854719033275	0	2
17041	17060	JAX00279535	JAX00279561	20	188841029	189008774	chr1	0.405025564036406	0	2
17061	17080	UNC2385554	JAX00279607	20	189013019	189247285	chr1	0.388746385116615	0	2
17081	17100	JAX00013723	JAX00279640	20	189247396	189367661	chr1	0.389234910356126	0	2
17101	17120	JAX00188957	UNC2391711	20	189372403	189512282	chr1	0.36111585094954	0	2
17121	17140	JAX00279676	JAX00279715	20	189525060	189677016	chr1	0.350426225974102	0	2
17141	17160	UNC2393264	UNC2394253	20	189685576	189759945	chr1	0.349480506422797	0	2
17161	17180	JAX00279759	JAX00279781	20	189760343	189896129	chr1	0.366300796788422	0	2
17181	17200	UNC010426497	UNC2396636	20	189904166	190028483	chr1	0.373496834808982	0	2
17201	17220	JAX00279810	JAX00279833	20	190037774	190158401	chr1	0.371566178193608	0	2
17221	17240	UNC2398055	UNC2399492	20	190159356	190304411	chr1	0.372184552075003	0	2
17241	17260	UNC2399677	UNC2400921	20	190318186	190459538	chr1	0.366385041570844	0	2
17261	17280	JAX00013814	JAX00279919	20	190462841	190558866	chr1	0.269873403028936	0	2
17281	17300	UNC2402437	UNC2404202	20	190564921	190683607	chr1	0.268039896910709	0	2
17301	17320	JAX00279961	JAX00279989	20	190689908	190763729	chr1	0.266434388480675	0	2
17321	17340	JAX00279990	UNC2407842	20	190764231	190967948	chr1	0.264718610834523	0	2
17341	17360	JAX00280025	JAX00280054	20	190996901	191146580	chr1	0.255571868551584	0	2
17361	17380	UNC2410542	JAX00280082	20	191152843	191308486	chr1	0.252910579751809	0	2
17381	17400	JAX00280088	JAX00194290	20	191319064	191474574	chr1	0.252893343600247	0	2
17401	17420	UNC2414787	UNC2416584	20	191476365	191612049	chr1	0.2529002320888	0	2
17421	17440	JAX00280139	UNC2419267	20	191615892	191818612	chr1	0.234339398542239	0	2
17441	17460	JAX00280177	JAX00280215	20	191836005	191909414	chr1	0.232593253442708	0	2
17461	17480	JAX00280219	JAX00280246	20	191918359	192032791	chr1	0.2446185889165	0	2
17481	17500	UNC2421865	JAX00013941	20	192041958	192148520	chr1	0.312031619171503	1	2
17501	17520	JAX00280271	JAX00280314	20	192148580	192288059	chr1	0.324116058568083	1	2
17521	17540	JAX00280316	UNC2426597	20	192288951	192463190	chr1	0.322729845131501	1	2
17541	17560	UNC2426668	JAX00013976	20	192476419	192615674	chr1	0.320814071769387	1	2
17561	17580	UNC2428169	JAX00013986	20	192630591	192743596	chr1	0.318997630491262	1	2
17581	17600	UNC2429602	JAX00013997	20	192759214	192901980	chr1	0.317551708022659	1	2
17601	17620	JAX00280414	UNC2432408	20	192902022	193028414	chr1	0.277040081193424	1	2
17621	17640	UNC2432502	UNC2433925	20	193037467	193157261	chr1	0.247686242146359	1	2
17641	17660	UNC2434080	JAX00014028	20	193170023	193315125	chr1	0.247980851462229	1	2
17661	17680	JAX00280488	JAX00280531	20	193322095	193458239	chr1	0.272011318787268	1	2
17681	17700	JAX00280532	UNC2438649	20	193459305	193598654	chr1	0.405453909798705	0	2
17701	17720	JAX00280554	JAX00280596	20	193600025	193745998	chr1	0.423049659256457	0	2
17721	17740	UNC2440156	UNC2441128	20	193755474	194018126	chr1	0.437298495360721	0	2
17741	17760	UNC2441248	JAX00014086	20	194029165	194097634	chr1	0.313449678537206	0	2
17761	17780	JAX00280674	JAX00280707	20	194117901	194194087	chr1	0.313661288105047	0	2
17781	17800	UNC2443557	JAX00280740	20	194197195	194414647	chr1	0.314501241660287	0	2
17801	17820	JAX00014110	UNC2448390	20	194419611	194631860	chr1	0.315173850204523	0	2
17821	17840	UNC2448512	JAX00280777	20	194645109	194790835	chr1	0.315330246335435	0	2
17841	17860	JAX00280781	JAX00014148	20	194792831	194921022	chr1	0.415678156607937	0	2
17861	17880	UNC2451083	JAX00014166	20	194930208	195144426	chr1	0.434672175600801	0	2
17881	17900	UNC2453520	UNC2455206	20	195147819	195278459	chr1	0.441117923615859	0	2
17901	17920	UNC2455459	JAX00280903	20	195293335	195391454	chr1	0.441160212547437	0	2
17921	17940	JAX00014183	JAX00280927	20	195392321	195480827	chr1	0.441244000140117	0	2
17941	17960	UNC2457544	JAX00280957	20	195481096	195541585	chr1	0.446849770802803	0	2
17961	17980	JAX00280959	JAX00014211	20	195556108	195759916	chr1	0.39503655739905	0	2
17981	18000	JAX00280990	UNC2460216	20	195763780	195878826	chr1	0.365444255181304	0	2
18001	18020	JAX00281021	JAX00281053	20	195889749	196161788	chr1	0.364632085606329	0	2
18021	18040	JAX00014240	JAX00014252	20	196162081	196303442	chr1	0.309402630342414	0	2
18041	18060	JAX00281093	JAX00014259	20	196305753	196404286	chr1	0.297566907677631	0	2
18061	18080	JAX00281125	UNC2463974	20	196411524	196600882	chr1	0.297404678025375	0	2
1	20	JAX00482024	JAX00482056	20	3010110	3208384	chr2	0.55111563138778	1	2
21	40	JAX00482059	JAX00482094	20	3211584	3426406	chr2	0.570062882003332	1	2
41	60	JAX00090663	UNC2473662	20	3459998	3700056	chr2	0.573143825042685	1	2
61	80	JAX00482133	JAX00482179	20	3714284	3941220	chr2	0.57577591527605	1	2
81	100	JAX00482184	JAX00482214	20	3943522	4078876	chr2	0.577446360247085	1	2
101	120	JAX00482216	UNC2481772	20	4081307	4251477	chr2	0.787286878988398	0	2
121	140	JAX00482258	JAX00090734	20	4265967	4412279	chr2	1.09342140432197	0	2
141	160	UNC2484092	JAX00215420	20	4416873	4643939	chr2	1.07989176863101	0	2
161	180	JAX00090752	JAX00482349	20	4654990	4919499	chr2	1.00860130479537	0	2
181	200	JAX00482351	JAX00090783	20	4921778	5072487	chr2	0.940329872543254	0	2
201	220	JAX00482380	JAX00090797	20	5076174	5261786	chr2	0.889605924696858	0	2
221	240	JAX00090798	JAX00482450	20	5262338	5455372	chr2	0.829500165981133	0	2
241	260	JAX00482453	JAX00482489	20	5465751	5659513	chr2	0.744619975994235	0	2
261	280	JAX00482490	JAX00482519	20	5659930	5855554	chr2	0.69843614229996	0	2
281	300	UNC2504669	JAX00482542	20	5873265	6087776	chr2	0.65177223636468	0	2
301	320	JAX00482544	JAX00090873	20	6088460	6263499	chr2	0.64041792790852	0	2
321	340	UNC2510239	JAX00482597	20	6274453	6483485	chr2	0.595822177075831	0	2
341	360	JAX00482600	JAX00482624	20	6491729	6665886	chr2	0.600358356717464	0	2
361	380	JAX00482625	JAX00482663	20	6666566	6977305	chr2	0.617274848912845	0	2
381	400	JAX00482664	JAX00482709	20	6980776	7311189	chr2	0.617748081492546	0	2
401	420	JAX00482710	JAX00090991	20	7312030	7862581	chr2	0.622993121705455	0	2
421	440	JAX00090992	JAX00482833	20	7902913	8269100	chr2	0.643057917935557	0	2
441	460	JAX00482835	UNC2538571	20	8273570	8625685	chr2	0.639084470167615	0	2
461	480	UNC2538884	JAX00482900	20	8654853	8881070	chr2	0.663335405108457	0	2
481	500	JAX00482904	JAX00091085	20	8884963	9142225	chr2	0.708032344123676	0	2
501	520	JAX00482942	UNC2547700	20	9142661	9370029	chr2	0.635878649818943	0	2
521	540	JAX00482995	JAX00483033	20	9382281	9559862	chr2	0.380395981896068	1	2
541	560	JAX00091119	JAX00483069	20	9590576	9752280	chr2	0.209615057483208	2	2
561	580	UNC020007086	JAX00483106	20	9765883	9957335	chr2	0.205308377628706	2	2
581	600	JAX00483111	JAX00483156	20	9961863	10175848	chr2	0.224402017109597	2	2
601	620	JAX00483162	JAX00483211	20	10199515	10375575	chr2	0.701664485500911	1	2
621	640	UNC2562750	JAX00091196	20	10388678	10619844	chr2	0.849293927229545	0	2
641	660	UNC2565361	JAX00483287	20	10631582	10804716	chr2	0.962049843549736	0	2
661	680	JAX00483289	JAX00091225	20	10808117	10965847	chr2	1.09960864860157	0	2
681	700	JAX00483322	JAX00483358	20	10999308	11198497	chr2	1.29054712323348	0	2
701	720	UNC2574595	UNC2579647	20	11206470	11549988	chr2	1.30071918841071	0	2
721	740	JAX00483411	JAX00483439	20	11559315	11686765	chr2	1.32685761267025	0	2
741	760	JAX00483441	JAX00483478	20	11697615	11938268	chr2	1.71623230275035	0	2
761	780	JAX00483479	JAX00483510	20	11938483	12045930	chr2	1.93881337708295	0	2
781	800	JAX00483511	UNC2590872	20	12049046	12297978	chr2	2.08142284716824	0	2
801	820	JAX00483547	UNC2594189	20	12312634	12634030	chr2	2.0837122845753	0	2
821	840	JAX00483598	JAX00483618	20	12650438	12812466	chr2	2.08498506402388	0	2
841	860	JAX00483620	JAX00483660	20	12814244	13051650	chr2	2.08655621113653	0	2
861	880	JAX00483663	UNC2601602	20	13053215	13210846	chr2	2.15180211049727	0	2
881	900	JAX00483700	JAX00483747	20	13234035	13513146	chr2	2.18425223700086	0	2
901	920	UNC2605774	JAX00483779	20	13521127	13698088	chr2	2.20328378401462	0	2
921	940	JAX00091427	JAX00483799	20	13703024	13962851	chr2	2.35673304791784	0	2
941	960	JAX00483802	JAX00483840	20	13967026	14197394	chr2	2.38734898019947	0	2
961	980	UNC2614353	JAX00215656	20	14197997	14472437	chr2	2.42131592341495	0	2
981	1000	JAX00215657	JAX00483887	20	14472565	14633947	chr2	2.45290886343168	0	2
1001	1020	UNC2620134	JAX00091513	20	14642060	14825217	chr2	2.46575236211655	0	2
1021	1040	JAX00483905	JAX00091535	20	14834894	15143121	chr2	2.4833899032746	0	2
1041	1060	JAX00091537	UNC2629670	20	15145335	15408129	chr2	2.49648871127607	0	2
1061	1080	UNC2629751	JAX00483982	20	15416327	15646607	chr2	2.49488391065603	0	2
1081	1100	JAX00483983	JAX00091594	20	15646849	15900646	chr2	2.49875842384794	0	2
1101	1120	JAX00484013	UNC2638779	20	15927818	16145592	chr2	2.43562113904843	0	2
1121	1140	JAX00091611	JAX00484055	20	16146770	16409097	chr2	2.34762142416307	0	2
1141	1160	JAX00215707	JAX00091650	20	16410863	16663513	chr2	2.31209107711485	0	2
1161	1180	JAX00484084	JAX00484108	20	16682095	16987831	chr2	2.36646779483577	0	2
1181	1200	JAX00484113	UNC2650787	20	17014272	17268917	chr2	2.36916412043798	0	2
1201	1220	JAX00484141	JAX00484172	20	17278944	17491544	chr2	2.36985308363161	0	2
1221	1240	JAX00484173	JAX00484211	20	17491772	17734262	chr2	2.36781814827746	0	2
1241	1260	UNC2656197	JAX00091751	20	17736463	18020412	chr2	2.33758154192429	0	2
1261	1280	JAX00091753	UNC2663264	20	18022323	18395947	chr2	2.33296103504283	0	2
1281	1300	JAX00484293	JAX00091796	20	18413616	18622318	chr2	2.32559749760612	0	2
1301	1320	JAX00091797	JAX00484396	20	18626523	18877396	chr2	2.23519533597257	0	2
1321	1340	JAX00091816	UNC2672737	20	18879287	19091986	chr2	2.23439923531773	0	2
1341	1360	JAX00484436	JAX00091844	20	19097606	19261990	chr2	2.21225150411149	0	2
1361	1380	UNC2674607	JAX00484503	20	19263980	19431596	chr2	2.20134833630907	0	2
1381	1400	JAX00484504	UNC2677765	20	19431708	19531816	chr2	2.20140031060029	0	2
1401	1420	JAX00091865	UNC020369170	20	19536009	19719898	chr2	2.19814972656068	0	2
1421	1440	UNC2680599	JAX00484580	20	19727225	19812970	chr2	2.13181381966356	0	2
1441	1460	JAX00484581	JAX00484626	20	19850261	20061746	chr2	2.13042267624856	0	2
1461	1480	UNC2685974	JAX00484663	20	20061954	20297229	chr2	2.12854810842741	0	2
1481	1500	JAX00484667	JAX00484706	20	20301715	20492862	chr2	2.12698628519376	0	2
1501	1520	UNC2693356	JAX00484748	20	20498810	20671088	chr2	2.12549330297032	0	2
1521	1540	JAX00091950	JAX00091962	20	20675970	20842156	chr2	2.1243976751131	0	2
1541	1560	JAX00091963	JAX00484826	20	20842253	20962604	chr2	2.11882443078553	0	2
1561	1580	JAX00484827	JAX00484866	20	20963591	21178770	chr2	2.13752574971534	0	2
1581	1600	JAX00484868	JAX00484899	20	21180851	21407950	chr2	2.22873631986971	0	2
1601	1620	JAX00092004	JAX00092024	20	21420162	21652092	chr2	2.22302354074979	0	2
1621	1640	JAX00484937	JAX00484985	20	21652789	21942458	chr2	2.24878598629311	0	2
1641	1660	JAX00484990	JAX00485034	20	21946009	22329445	chr2	2.25956990109893	0	2
1661	1680	UNC2721092	JAX00485078	20	22344845	22540016	chr2	2.26127203694066	0	2
1681	1700	JAX00485080	JAX00485108	20	22543915	22864548	chr2	2.27258493672735	0	2
1701	1720	UNC2727122	JAX00485137	20	22878794	23182935	chr2	2.26783053139856	0	2
1721	1740	UNC2730682	JAX00485179	20	23199301	23716251	chr2	2.35111362883379	0	2
1741	1760	JAX00485183	JAX00485206	20	23730329	23957111	chr2	2.37545377850849	0	2
1761	1780	JAX00092192	JAX00485245	20	23957818	24263211	chr2	2.41002425632073	0	2
1781	1800	JAX00485249	UNC2746387	20	24280344	24502919	chr2	2.40332018667386	0	2
1801	1820	JAX00485297	JAX00092240	20	24503484	24616133	chr2	2.37990668065105	0	2
1821	1840	UNC2748281	JAX00485353	20	24620575	24700912	chr2	2.20530165769618	0	2
1841	1860	JAX00485356	UNC2750679	20	24706032	24796545	chr2	2.19546633507251	0	2
1861	1880	JAX00092254	JAX00485421	20	24824801	24979311	chr2	2.17495353797512	0	2
1881	1900	JAX00485429	JAX00485472	20	25000026	25329346	chr2	2.10687078108658	0	2
1901	1920	JAX00485473	JAX00485530	20	25330502	25554946	chr2	2.05375102765094	0	2
1921	1940	UNC2759890	JAX00092326	20	25557918	25763378	chr2	1.98308577296051	0	2
1941	1960	UNC2763022	UNC2764707	20	25769887	25909581	chr2	1.98096195689266	0	2
1961	1980	JAX00485605	UNC2766637	20	25916306	26071166	chr2	1.97235777658837	0	2
1981	2000	JAX00092349	JAX00485665	20	26071809	26209265	chr2	1.9644791274363	0	2
2001	2020	JAX00092360	JAX00092372	20	26224514	26374333	chr2	1.92874584495258	0	2
2021	2040	JAX00485706	JAX00485733	20	26385485	26619800	chr2	1.92509586792978	0	2
2041	2060	UNC2772858	JAX00485777	20	26639734	26938236	chr2	1.92346022524242	0	2
2061	2080	JAX00485779	JAX00485823	20	26941556	27074554	chr2	1.91659150063595	0	2
2081	2100	UNC2777947	JAX00485877	20	27075940	27221935	chr2	1.88170189353041	0	2
2101	2120	JAX00092437	JAX00485923	20	27246886	27479793	chr2	1.88123045384281	0	2
2121	2140	JAX00485925	UNC2785252	20	27482906	27604891	chr2	1.81386018037867	0	2
2141	2160	JAX00215955	JAX00486001	20	27607618	27762080	chr2	1.79634711787678	0	2
2161	2180	UNC2787828	JAX00486052	20	27771127	27870519	chr2	1.79455209472317	0	2
2181	2200	JAX00092484	JAX00486099	20	27871620	28006662	chr2	1.79253391988122	0	2
2201	2220	UNC2792471	JAX00486133	20	28022291	28142475	chr2	1.79046324658951	0	2
2221	2240	JAX00092505	UNC2796091	20	28144658	28255875	chr2	1.74357433430936	0	2
2241	2260	UNC2796331	JAX00486189	20	28275589	28435057	chr2	1.7523191219352	0	2
2261	2280	JAX00486190	JAX00486213	20	28436220	28633521	chr2	1.75206374895859	0	2
2281	2300	UNC2800778	JAX00092562	20	28677170	28902985	chr2	1.75771187927078	0	2
2301	2320	UNC2803172	JAX00092580	20	28904618	29132002	chr2	1.82567619304003	0	2
2321	2340	JAX00486277	JAX00486309	20	29161348	29428227	chr2	1.8729327752105	0	2
2341	2360	JAX00486311	JAX00486352	20	29433875	29668914	chr2	1.84230805654906	0	2
2361	2380	JAX00486353	JAX00092638	20	29670336	29929942	chr2	1.79697220023213	0	2
2381	2400	JAX00092643	UNC2819023	20	29968274	30447927	chr2	1.74236610401757	0	2
2401	2420	UNC2819709	JAX00486512	20	30502285	30864315	chr2	1.28234702124793	0	2
2421	2440	JAX00092709	JAX00486552	20	30864998	31062072	chr2	1.06628125088486	0	2
2441	2460	JAX00486557	JAX00092749	20	31094194	31412972	chr2	1.16810494309186	0	2
2461	2480	JAX00092750	JAX00486647	20	31413028	31751001	chr2	1.1403915075146	0	2
2481	2500	UNC2833977	UNC2837930	20	31766216	32233066	chr2	1.09835744328925	0	2
2501	2520	JAX00216064	JAX00486751	20	32287385	32677180	chr2	1.08558850131879	0	2
2521	2540	JAX00486752	JAX00486779	20	32677292	32959772	chr2	1.07957210852358	0	2
2541	2560	JAX00486780	UNC2847646	20	32990106	33317171	chr2	1.06414424638465	0	2
2561	2580	JAX00092895	JAX00486856	20	33346709	33533836	chr2	1.03912206327237	0	2
2581	2600	JAX00486859	JAX00092926	20	33536920	33757363	chr2	1.01778264143616	0	2
2601	2620	JAX00092928	UNC2854050	20	33780214	33929009	chr2	1.03189230006567	0	2
2621	2640	JAX00486944	JAX00216108	20	33946272	34269038	chr2	1.00545151923562	0	2
2641	2660	UNC2856758	UNC2858553	20	34276264	34475025	chr2	0.873694825081508	0	2
2661	2680	JAX00092981	JAX00487044	20	34482728	34741579	chr2	0.393922639118062	0	2
2681	2700	JAX00093001	JAX00487080	20	34774584	35072115	chr2	0.388037305729547	0	2
2701	2720	JAX00093025	JAX00093054	20	35077073	35455213	chr2	0.35687131057792	0	2
2721	2740	UNC2870662	JAX00487171	20	35473229	35653380	chr2	0.271104014515647	0	2
2741	2760	JAX00487173	JAX00487213	20	35693156	35949453	chr2	0.247485249772743	1	2
2761	2780	JAX00093092	JAX00487242	20	35975519	36159851	chr2	0.260640099953936	1	2
2781	2800	JAX00093106	JAX00487277	20	36176678	36667985	chr2	0.252074416299877	1	2
2801	2820	JAX00487280	JAX00093171	20	36670115	37044397	chr2	0.234424740233315	1	2
2821	2840	JAX00487319	UNC020019651	20	37067793	37404648	chr2	0.230584947123334	1	2
2841	2860	JAX00487342	JAX00487387	20	37420383	37762585	chr2	0.203614974115253	1	2
2861	2880	JAX00093221	JAX00487430	20	37771730	38160182	chr2	0.28341983674775	0	2
2881	2900	UNC020306239	UNC2896990	20	38163514	38440683	chr2	0.303622464517177	0	2
2901	2920	JAX00093272	JAX00487506	20	38445370	38802083	chr2	0.308092169790562	0	2
2921	2940	JAX00093299	JAX00093321	20	38802132	39084389	chr2	0.315431887788528	0	2
2941	2960	JAX00093322	JAX00487573	20	39084696	39467936	chr2	0.326697991516577	0	2
2961	2980	JAX00093350	JAX00093389	20	39526217	40060363	chr2	0.342954253837597	0	2
2981	3000	JAX00216236	UNC2914089	20	40089692	40352456	chr2	0.353495381495699	0	2
3001	3020	JAX00093411	JAX00487683	20	40374350	40674418	chr2	0.370802683973866	0	2
3021	3040	UNC2918735	JAX00487721	20	40695554	40930352	chr2	0.437004663821329	0	2
3041	3060	JAX00487723	JAX00093472	20	40931796	41172528	chr2	0.346750079357969	0	2
3061	3080	UNC2925358	JAX00093496	20	41183717	41493462	chr2	0.319110115818844	0	2
3081	3100	JAX00093498	JAX00093520	20	41536116	41821414	chr2	0.263627054763133	0	2
3101	3120	JAX00487826	UNC2935160	20	41825549	42075195	chr2	0.194157797462217	2	2
3121	3140	JAX00093545	JAX00487900	20	42148055	42356100	chr2	0.194422234102537	1	2
3141	3160	JAX00216282	JAX00487934	20	42380098	42484735	chr2	0.190746321238348	1	2
3161	3180	JAX00093571	UNC2944490	20	42495709	42748167	chr2	0.33892468047495	0	2
3181	3200	JAX00093593	JAX00488018	20	42764402	43127506	chr2	0.45284382507643	0	2
3201	3220	JAX00093619	JAX00216309	20	43132137	43324621	chr2	0.53050979581606	0	2
3221	3240	UNC2952619	UNC020035088	20	43333883	43499335	chr2	0.573637215263894	0	2
3241	3260	JAX00488076	JAX00488091	20	43503702	43628442	chr2	0.594526566047236	0	2
3261	3280	UNC2956340	JAX00488131	20	43630253	43789080	chr2	0.591981046205557	0	2
3281	3300	UNC2958140	JAX00093675	20	43802593	43892962	chr2	0.590488401353742	0	2
3301	3320	UNC2958944	JAX00488167	20	43893113	44011067	chr2	0.588682967553772	0	2
3321	3340	UNC2960075	JAX00093700	20	44011326	44194737	chr2	0.543540747174097	0	2
3341	3360	JAX00216332	JAX00488220	20	44194974	44491680	chr2	0.457090291734427	0	2
3361	3380	JAX00488225	UNC2965894	20	44509158	44756415	chr2	0.456725555772001	0	2
3381	3400	JAX00093741	JAX00216352	20	44771576	45047864	chr2	0.439711379937486	0	2
3401	3420	JAX00093764	JAX00488325	20	45055746	45308760	chr2	0.441785612135305	0	2
3421	3440	JAX00488328	JAX00093807	20	45315469	45649543	chr2	0.44460037040437	0	2
3441	3460	JAX00216370	JAX00488400	20	45649570	45871185	chr2	0.447668308865759	0	2
3461	3480	JAX00488404	JAX00488437	20	45911996	46232759	chr2	0.450800135573259	0	2
3481	3500	JAX00488440	JAX00093873	20	46320502	46533854	chr2	0.512306141428458	0	2
3501	3520	UNC020307912	JAX00188990	20	46556519	46880274	chr2	0.579615837823909	0	2
3521	3540	JAX00093900	UNC2988115	20	46894758	47037098	chr2	0.630520356624507	0	2
3541	3560	UNC2988174	UNC2989459	20	47042066	47178899	chr2	0.648043740778094	0	2
3561	3580	JAX00488553	JAX00488595	20	47180231	47372792	chr2	0.567979772972254	0	2
3581	3600	JAX00093938	JAX00488640	20	47381109	47815924	chr2	0.570687961790382	0	2
3601	3620	JAX00488641	JAX00488686	20	47815987	47953359	chr2	0.61561550881376	0	2
3621	3640	JAX00093981	JAX00094000	20	47957490	48205706	chr2	0.70530934941511	0	2
3641	3660	UNC020393325	UNC3005420	20	48227139	48463296	chr2	0.756549011078466	0	2
3661	3680	JAX00094020	JAX00094038	20	48483206	48742537	chr2	0.747158198199573	0	2
3681	3700	JAX00094039	JAX00094070	20	48742660	49135341	chr2	0.836178023016409	0	2
3701	3720	JAX00488891	backupUNC020046752	20	49144223	49430668	chr2	0.715002055406586	0	2
3721	3740	JAX00094093	JAX00488968	20	49450950	49612800	chr2	0.443175946018456	0	2
3741	3760	UNC3018867	JAX00489009	20	49614963	49807136	chr2	0.293628308778707	0	2
3761	3780	JAX00489010	JAX00489060	20	49808300	49977747	chr2	0.288149911613163	0	2
3781	3800	UNC3024712	JAX00489093	20	49983947	50184531	chr2	0.271697706911633	1	2
3801	3820	JAX00489096	JAX00489131	20	50184596	50345572	chr2	0.36960343010721	0	2
3821	3840	UNC3030577	JAX00489162	20	50358244	50581791	chr2	0.38497315610842	0	2
3841	3860	UNC3033747	JAX00094190	20	50583350	50750967	chr2	0.427275745655212	0	2
3861	3880	JAX00094191	UNC3039529	20	50757712	50957870	chr2	0.442913125339958	0	2
3881	3900	JAX00094207	JAX00489271	20	50981482	51115913	chr2	0.4371917592852	0	2
3901	3920	UNC3041912	UNC3044168	20	51123274	51271046	chr2	0.400049963443988	0	2
3921	3940	JAX00489309	JAX00489350	20	51271933	51549375	chr2	0.322788622118889	0	2
3941	3960	JAX00489351	backupUNC020309212	20	51554131	51722603	chr2	0.366972829593896	0	2
3961	3980	JAX00489393	JAX00489439	20	51746207	52038631	chr2	0.35563573447299	1	2
3981	4000	JAX00094288	UNC3059927	20	52057364	52318684	chr2	0.215351059738158	2	2
4001	4020	JAX00489491	JAX00216493	20	52319573	52503027	chr2	0.192521417124386	2	2
4021	4040	JAX00489563	JAX00489606	20	52507048	52804357	chr2	0.181073767740113	2	2
4041	4060	JAX00489609	JAX00216502	20	52807963	52948339	chr2	0.171133608720385	2	2
4061	4080	JAX00489653	JAX00094382	20	52973433	53300046	chr2	0.122714950640445	2	2
4081	4100	JAX00489702	backupUNC020067801	20	53319399	53573985	chr2	0.0402068158628623	2	2
4101	4120	JAX00489755	UNC3079388	20	53591296	53790760	chr2	0.277153751373915	2	2
4121	4140	JAX00216523	JAX00489844	20	53835735	54245851	chr2	0.260033823452514	2	2
4141	4160	UNC3086503	JAX00188997	20	54287048	54488553	chr2	0.335685721852362	2	2
4161	4180	JAX00489875	UNC3091545	20	54525217	54713774	chr2	0.336829928760598	2	2
4181	4200	JAX00094488	JAX00489946	20	54733069	55033662	chr2	0.314704859175379	2	2
4201	4220	JAX00489947	JAX00094529	20	55036631	55270077	chr2	0.31982202160802	2	2
4221	4240	JAX00489977	JAX00094551	20	55278460	55567393	chr2	0.339519343625933	2	2
4241	4260	JAX00490006	JAX00490039	20	55577112	55969812	chr2	0.337958290001225	2	2
4261	4280	JAX00490040	JAX00490088	20	55977892	56284036	chr2	0.305916156681991	2	2
4281	4300	JAX00490092	UNC3112644	20	56294373	56450421	chr2	0.173057748945433	2	2
4301	4320	JAX00490125	JAX00490149	20	56476056	56710106	chr2	0.107925081626432	2	2
4321	4340	JAX00490150	JAX00490184	20	56713551	56882055	chr2	0.0984740148234099	2	2
4341	4360	JAX00094652	UNC3121230	20	56914266	57241761	chr2	0.0971570358967313	2	2
4361	4380	JAX00490227	UNC3125032	20	57248548	57651396	chr2	0.115994376180772	2	2
4381	4400	JAX00490270	JAX00490311	20	57676085	57907665	chr2	0.176029511944983	1	2
4401	4420	JAX00094726	JAX00094742	20	57914260	58094508	chr2	0.17927213067657	1	2
4421	4440	JAX00490346	JAX00490392	20	58096141	58343102	chr2	0.183118208288985	1	2
4441	4460	JAX00490399	JAX00094783	20	58391022	58645002	chr2	0.187375425051651	1	2
4461	4480	JAX00490448	JAX00490481	20	58667167	58905357	chr2	0.190949184648293	1	2
4481	4500	JAX00490483	JAX00094815	20	58906975	59135899	chr2	0.216379240870672	1	2
4501	4520	JAX00490522	JAX00490560	20	59165587	59352322	chr2	0.248292725989037	1	2
4521	4540	JAX00490561	UNC3151561	20	59354136	59575765	chr2	0.273736468095505	1	2
4541	4560	JAX00490603	backupUNC020080085	20	59577437	59704908	chr2	0.300532643556083	2	2
4561	4580	JAX00490639	JAX00094872	20	59727986	59894507	chr2	0.419682966015359	0	2
4581	4600	JAX00094873	JAX00094885	20	59896415	60055489	chr2	0.415185045593559	0	2
4601	4620	UNC3157235	UNC3160733	20	60062473	60346218	chr2	0.492016006341313	0	2
4621	4640	JAX00216674	UNC3163760	20	60360834	60577833	chr2	0.538177944509954	0	2
4641	4660	JAX00216676	UNC3166570	20	60581919	60793896	chr2	0.620709580516964	0	2
4661	4680	JAX00094940	JAX00490878	20	60795132	61043179	chr2	0.634137917285357	0	2
4681	4700	UNC3169718	JAX00094972	20	61045519	61220862	chr2	0.617525547562469	0	2
4701	4720	JAX00490902	UNC3174724	20	61223846	61437092	chr2	0.617222842570247	0	2
4721	4740	JAX00490936	UNC3175969	20	61440753	61622761	chr2	0.581917966777876	0	2
4741	4760	JAX00095005	JAX00490974	20	61643220	61887109	chr2	0.555604889767181	0	2
4761	4780	JAX00095022	JAX00490995	20	61888543	62077632	chr2	0.556667888401264	0	2
4781	4800	JAX00490998	JAX00216718	20	62080390	62200110	chr2	0.557728316146165	0	2
4801	4820	UNC3180929	UNC020395654	20	62203671	62443188	chr2	0.740891835042838	0	2
