from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
15061	15080	JAX00275225	UNC2152265	20	170167462	170246789	chr1	0.64099877386717	0	2
15081	15100	UNC2152403	JAX00275289	20	170256190	170359845	chr1	0.640842803170067	0	2
15101	15120	UNC2153964	JAX00275310	20	170369364	170469087	chr1	0.640656930405261	0	2
15121	15140	JAX00275312	JAX00275349	20	170479815	170722872	chr1	0.636089494888778	0	2
15141	15160	JAX00012363	JAX00275399	20	170731160	170971199	chr1	0.646773402552363	0	2
15161	15180	JAX00275400	JAX00012396	20	170972813	171171981	chr1	0.646607271348153	0	2
15181	15200	JAX00275475	JAX00012408	20	171177356	171303605	chr1	0.719606606948698	0	2
15201	15220	JAX00275511	JAX00275564	20	171309721	171487067	chr1	0.744895328518951	0	2
15221	15240	JAX00275566	JAX00275613	20	171499042	171633409	chr1	0.78682328955448	0	2
15241	15260	JAX00275616	JAX00275655	20	171647486	171771490	chr1	0.810898533074783	0	2
15261	15280	JAX00275656	JAX00275708	20	171772319	171942393	chr1	0.8144696894307	0	2
15281	15300	JAX00012456	JAX00275751	20	171965367	172125843	chr1	0.814460230003592	0	2
15301	15320	JAX00275753	JAX00012476	20	172131876	172238885	chr1	0.815968143899946	0	2
15321	15340	JAX00275794	JAX00275849	20	172242824	172377742	chr1	0.816989158751	0	2
15341	15360	JAX00275857	JAX00275897	20	172391267	172509818	chr1	0.818077494905322	0	2
15361	15380	JAX00275902	JAX00275964	20	172513883	172736585	chr1	0.818593934169215	0	2
15381	15400	JAX00275972	JAX00276008	20	172761668	172918775	chr1	0.820027076477232	0	2
15401	15420	JAX00012527	JAX00276039	20	172918804	173081541	chr1	0.854798782656468	0	2
15421	15440	UNC2195900	UNC2197216	20	173088272	173211342	chr1	0.880682313870454	0	2
15441	15460	JAX00276090	JAX00012558	20	173215744	173306349	chr1	0.884360118220908	0	2
15461	15480	UNC2198282	JAX00276162	20	173306452	173480310	chr1	0.899822488047351	0	2
15481	15500	JAX00276164	JAX00276182	20	173494435	173660884	chr1	0.896932817937327	0	2
15501	15520	JAX00276186	UNC2203192	20	173664020	173803539	chr1	0.908673264097203	0	2
15521	15540	JAX00012595	UNC2204464	20	173815085	173933537	chr1	1.26782872223538	1	2
15541	15560	JAX00012605	UNC2205970	20	173942510	174075397	chr1	1.30316024582973	1	2
15561	15580	JAX00276249	UNC2207536	20	174084709	174215033	chr1	1.29332233254118	0	2
15581	15600	UNC2207758	JAX00276331	20	174229942	174420356	chr1	1.35790031169527	0	2
15601	15620	JAX00276336	JAX00012652	20	174423528	174593747	chr1	1.36313788734962	0	2
15621	15640	JAX00276380	JAX00276432	20	174611054	174790906	chr1	1.28571048656261	0	2
15641	15660	JAX00012667	JAX00012677	20	174794787	174912139	chr1	1.28475205675974	0	2
15661	15680	JAX00276482	JAX00276515	20	174935630	175138997	chr1	1.26576692115114	0	2
15681	15700	JAX00276518	JAX00012709	20	175143635	175343628	chr1	1.21107436433103	0	2
15701	15720	JAX00276566	JAX00012756	20	175344165	175967318	chr1	1.11050475369816	0	2
15721	15740	JAX00276688	JAX00012779	20	175967802	176273134	chr1	1.06363045848895	0	2
15741	15760	JAX00012780	JAX00276802	20	176274889	176519913	chr1	1.01175743418648	0	2
15761	15780	JAX00276803	JAX00276845	20	176521888	176604637	chr1	1.01126186519224	0	2
15781	15800	JAX00276852	JAX00276914	20	176618864	176905913	chr1	1.01144218910628	0	2
15801	15820	JAX00276917	JAX00276954	20	176911408	177100842	chr1	1.08497485651833	1	2
15821	15840	JAX00276964	UNC2252169	20	177150386	177284511	chr1	1.10914208461351	1	2
15841	15860	JAX00277005	UNC2254395	20	177300786	177439497	chr1	1.10777418123606	1	2
15861	15880	JAX00277058	JAX00277085	20	177441130	177578658	chr1	1.0557508205091	0	2
15881	15900	JAX00277087	JAX00012885	20	177579139	177687758	chr1	0.929132252789676	0	2
15901	15920	JAX00277115	backupUNC010397300	20	177692834	177815979	chr1	0.92976369051067	0	2
15921	15940	UNC2260521	JAX00277191	20	177834431	177974224	chr1	0.903333386173225	0	2
15941	15960	JAX00277194	JAX00277246	20	177974742	178103771	chr1	0.911102999239062	0	2
15961	15980	JAX00277247	JAX00012926	20	178103839	178225642	chr1	0.906248131903283	0	2
15981	16000	JAX00277286	JAX00277317	20	178231262	178410149	chr1	0.906344893128372	0	2
16001	16020	JAX00277321	JAX00012955	20	178413979	178628891	chr1	0.906415511817902	0	2
16021	16040	JAX00277363	JAX00277393	20	178635549	178769986	chr1	0.928969386098865	0	2
16041	16060	JAX00012968	JAX00277449	20	178783776	178927080	chr1	0.931937425414813	0	2
16061	16080	JAX00277455	UNC2277817	20	178946330	179239876	chr1	0.922804418926751	0	2
16081	16100	JAX00277486	JAX00277540	20	179240703	179355092	chr1	0.892995646412449	0	2
16101	16120	JAX00013011	JAX00277588	20	179357410	179574789	chr1	0.870211681241403	0	2
16121	16140	UNC2281004	JAX00277674	20	179591732	179946610	chr1	0.833940925046238	0	2
16141	16160	UNC2282828	UNC2284456	20	179970242	180371547	chr1	0.803171776513311	0	2
16161	16180	JAX00013088	JAX00277788	20	180395844	180596222	chr1	0.802336888434998	0	2
16181	16200	UNC2287066	JAX00277839	20	180600500	180717727	chr1	0.775137178510422	0	2
16201	16220	JAX00277841	JAX00277883	20	180719354	180843919	chr1	0.774292477231242	0	2
16221	16240	JAX00277885	JAX00277947	20	180845246	181023397	chr1	0.774846342611149	0	2
16241	16260	JAX00277948	JAX00277995	20	181023950	181222473	chr1	0.775421434322066	0	2
16261	16280	JAX00277996	JAX00278038	20	181231879	181456572	chr1	0.829947533366881	0	2
16281	16300	JAX00278041	JAX00013185	20	181468509	181687649	chr1	0.835786429769889	0	2
16301	16320	UNC2301595	UNC2303705	20	181693726	181912758	chr1	0.794650715470156	0	2
16321	16340	JAX00278101	JAX00278137	20	181912887	182082202	chr1	0.762045787430983	0	2
16341	16360	JAX00278140	JAX00278169	20	182082895	182165789	chr1	0.769380786510394	0	2
16361	16380	UNC2306806	JAX00278212	20	182176309	182300214	chr1	0.816551534910069	0	2
16381	16400	JAX00013233	JAX00278262	20	182314641	182446142	chr1	0.844624193544488	0	2
16401	16420	JAX00013243	JAX00013255	20	182460440	182633491	chr1	0.888127961121329	0	2
16421	16440	JAX00013256	JAX00013275	20	182633525	182868461	chr1	0.91155853963122	0	2
16441	16460	JAX00278335	JAX00013287	20	182876935	183033118	chr1	0.916429439103484	0	2
16461	16480	UNC2317294	JAX00278438	20	183041783	183243753	chr1	0.95658755604495	0	2
16481	16500	JAX00278439	JAX00278469	20	183244238	183379016	chr1	0.972419204054788	0	2
16501	16520	JAX00278471	JAX00278506	20	183381501	183534501	chr1	0.982094822871552	0	2
16521	16540	JAX00278508	JAX00013338	20	183559553	183730328	chr1	1.0005406577236	0	2
16541	16560	JAX00278541	JAX00013351	20	183732316	183925822	chr1	1.00199622336679	0	2
16561	16580	JAX00013353	UNC2328501	20	183930972	184059592	chr1	1.00303326200152	0	2
16581	16600	JAX00013367	UNC2330600	20	184117282	184283707	chr1	1.02668629662506	0	2
16601	16620	JAX00013379	JAX00278704	20	184285770	184433374	chr1	1.45744130533384	0	2
16621	16640	JAX00278708	JAX00194143	20	184444297	184737989	chr1	1.95902564520315	0	2
16641	16660	JAX00013414	UNC010411487	20	184751488	185374397	chr1	1.93923313949061	0	2
16661	16680	UNC2340030	JAX00278841	20	185374732	185511484	chr1	1.800277465118	0	2
16681	16700	JAX00278842	JAX00278877	20	185519941	185704584	chr1	1.75567934162344	0	2
16701	16720	JAX00278885	JAX00278936	20	185714705	185872922	chr1	1.83851860943211	0	2
16721	16740	JAX00278937	JAX00278977	20	185877286	186123878	chr1	1.88142137430802	0	2
16741	16760	JAX00278978	JAX00279013	20	186129430	186342043	chr1	1.8831475685801	0	2
16761	16780	UNC2351616	UNC2352059	20	186372488	186434532	chr1	1.80130354901106	0	2
16781	16800	UNC2352070	UNC2353249	20	186435795	186565478	chr1	1.58245346714358	0	2
16801	16820	UNC2353860	JAX00279103	20	186613524	186762888	chr1	1.33478347914018	0	2
16821	16840	JAX00279104	UNC010414123	20	186763439	186897033	chr1	1.197159879039	0	2
16841	16860	UNC2357801	JAX00013565	20	186926078	187146882	chr1	1.64188016796036	0	2
16861	16880	JAX00013566	JAX00279215	20	187147032	187297031	chr1	1.72563836803534	0	2
16881	16900	JAX00279217	JAX00279248	20	187298423	187425923	chr1	1.72761178536939	0	2
16901	16920	JAX00279253	JAX00013599	20	187431810	187586509	chr1	1.729092261675	0	2
16921	16940	JAX00279281	UNC2370484	20	187590716	187740311	chr1	1.73075652812916	0	2
16941	16960	JAX00279326	UNC2372771	20	187755367	187914388	chr1	1.73300324504636	0	2
16961	16980	JAX00013622	UNC2374495	20	187922558	188055843	chr1	1.73458977807259	0	2
16981	17000	JAX00279405	JAX00279447	20	188058052	188204339	chr1	1.70746032798261	0	2
17001	17020	UNC2376366	JAX00279483	20	188216613	188487724	chr1	1.72783951887129	0	2
17021	17040	UNC2379870	JAX00279534	20	188526229	188840703	chr1	1.78850400643615	0	2
17041	17060	JAX00279535	JAX00279561	20	188841029	189008774	chr1	1.79533908275979	0	2
17061	17080	UNC2385554	JAX00279607	20	189013019	189247285	chr1	1.73564744309926	0	2
17081	17100	JAX00013723	JAX00279640	20	189247396	189367661	chr1	1.71413897785579	0	2
17101	17120	JAX00188957	UNC2391711	20	189372403	189512282	chr1	1.62474759484347	0	2
17121	17140	JAX00279676	JAX00279715	20	189525060	189677016	chr1	1.57601840710957	0	2
17141	17160	UNC2393264	UNC2394253	20	189685576	189759945	chr1	1.55682249735869	0	2
17161	17180	JAX00279759	JAX00279781	20	189760343	189896129	chr1	1.54909201525957	0	2
17181	17200	UNC010426497	UNC2396636	20	189904166	190028483	chr1	1.40751541705792	0	2
17201	17220	JAX00279810	JAX00279833	20	190037774	190158401	chr1	1.40247158793753	0	2
17221	17240	UNC2398055	UNC2399492	20	190159356	190304411	chr1	1.39559601498601	0	2
17241	17260	UNC2399677	UNC2400921	20	190318186	190459538	chr1	1.3448779997945	0	2
17261	17280	JAX00013814	JAX00279919	20	190462841	190558866	chr1	1.01746562125811	0	2
17281	17300	UNC2402437	UNC2404202	20	190564921	190683607	chr1	1.01487550453415	0	2
17301	17320	JAX00279961	JAX00279989	20	190689908	190763729	chr1	1.01262035811284	0	2
17321	17340	JAX00279990	UNC2407842	20	190764231	190967948	chr1	1.010154809354	0	2
17341	17360	JAX00280025	JAX00280054	20	190996901	191146580	chr1	1.05923241374367	0	2
17361	17380	UNC2410542	JAX00280082	20	191152843	191308486	chr1	1.0317876461139	0	2
17381	17400	JAX00280088	JAX00194290	20	191319064	191474574	chr1	1.02104396454439	0	2
17401	17420	UNC2414787	UNC2416584	20	191476365	191612049	chr1	1.01529759062902	0	2
17421	17440	JAX00280139	UNC2419267	20	191615892	191818612	chr1	0.926642891071172	0	2
17441	17460	JAX00280177	JAX00280215	20	191836005	191909414	chr1	0.956836340909262	0	2
17461	17480	JAX00280219	JAX00280246	20	191918359	192032791	chr1	1.35172941237989	0	2
17481	17500	UNC2421865	JAX00013941	20	192041958	192148520	chr1	1.41858995292686	0	2
17501	17520	JAX00280271	JAX00280314	20	192148580	192288059	chr1	1.46069243154925	0	2
17521	17540	JAX00280316	UNC2426597	20	192288951	192463190	chr1	1.46260376018998	0	2
17541	17560	UNC2426668	JAX00013976	20	192476419	192615674	chr1	1.46755221710271	0	2
17561	17580	UNC2428169	JAX00013986	20	192630591	192743596	chr1	1.471756660511	0	2
17581	17600	UNC2429602	JAX00013997	20	192759214	192901980	chr1	1.47406544868134	0	2
17601	17620	JAX00280414	UNC2432408	20	192902022	193028414	chr1	1.33323854332899	0	2
17621	17640	UNC2432502	UNC2433925	20	193037467	193157261	chr1	1.13065576908005	0	2
17641	17660	UNC2434080	JAX00014028	20	193170023	193315125	chr1	1.12936510054798	0	2
17661	17680	JAX00280488	JAX00280531	20	193322095	193458239	chr1	1.12135801664174	0	2
17681	17700	JAX00280532	UNC2438649	20	193459305	193598654	chr1	1.06941057998232	0	2
17701	17720	JAX00280554	JAX00280596	20	193600025	193745998	chr1	1.08147026644926	0	2
17721	17740	UNC2440156	UNC2441128	20	193755474	194018126	chr1	1.1149495384403	0	2
17741	17760	UNC2441248	JAX00014086	20	194029165	194097634	chr1	1.03923791979308	0	2
17761	17780	JAX00280674	JAX00280707	20	194117901	194194087	chr1	1.03856430221907	0	2
17781	17800	UNC2443557	JAX00280740	20	194197195	194414647	chr1	1.03676216110408	0	2
17801	17820	JAX00014110	UNC2448390	20	194419611	194631860	chr1	1.0343528097176	0	2
17821	17840	UNC2448512	JAX00280777	20	194645109	194790835	chr1	1.03283612093816	0	2
17841	17860	JAX00280781	JAX00014148	20	194792831	194921022	chr1	0.990507960216686	0	2
17861	17880	UNC2451083	JAX00014166	20	194930208	195144426	chr1	0.973903840579793	0	2
17881	17900	UNC2453520	UNC2455206	20	195147819	195278459	chr1	0.974051516503033	0	2
17901	17920	UNC2455459	JAX00280903	20	195293335	195391454	chr1	0.973304628505687	0	2
17921	17940	JAX00014183	JAX00280927	20	195392321	195480827	chr1	0.97283532943249	0	2
17941	17960	UNC2457544	JAX00280957	20	195481096	195541585	chr1	0.95887876947345	0	2
17961	17980	JAX00280959	JAX00014211	20	195556108	195759916	chr1	0.911695196559266	0	2
17981	18000	JAX00280990	UNC2460216	20	195763780	195878826	chr1	0.893718113051609	0	2
18001	18020	JAX00281021	JAX00281053	20	195889749	196161788	chr1	0.895798273402823	0	2
18021	18040	JAX00014240	JAX00014252	20	196162081	196303442	chr1	1.03208817824883	0	2
18041	18060	JAX00281093	JAX00014259	20	196305753	196404286	chr1	1.05639170330535	0	2
18061	18080	JAX00281125	UNC2463974	20	196411524	196600882	chr1	1.05601367622936	0	2
1	20	JAX00482024	JAX00482056	20	3010110	3208384	chr2	0.35219063767113	1	2
21	40	JAX00482059	JAX00482094	20	3211584	3426406	chr2	0.343771388516979	1	2
41	60	JAX00090663	UNC2473662	20	3459998	3700056	chr2	0.34445963871241	1	2
61	80	JAX00482133	JAX00482179	20	3714284	3941220	chr2	0.345121855570499	1	2
81	100	JAX00482184	JAX00482214	20	3943522	4078876	chr2	0.345553609758576	1	2
101	120	JAX00482216	UNC2481772	20	4081307	4251477	chr2	0.590339238377329	1	2
121	140	JAX00482258	JAX00090734	20	4265967	4412279	chr2	0.939436719748169	0	2
141	160	UNC2484092	JAX00215420	20	4416873	4643939	chr2	0.876848429819118	1	2
161	180	JAX00090752	JAX00482349	20	4654990	4919499	chr2	0.832136603001913	1	2
181	200	JAX00482351	JAX00090783	20	4921778	5072487	chr2	0.813374945006325	1	2
201	220	JAX00482380	JAX00090797	20	5076174	5261786	chr2	0.814947269928732	1	2
221	240	JAX00090798	JAX00482450	20	5262338	5455372	chr2	0.804453562090727	1	2
241	260	JAX00482453	JAX00482489	20	5465751	5659513	chr2	0.716268193290667	1	2
261	280	JAX00482490	JAX00482519	20	5659930	5855554	chr2	0.67294399820146	1	2
281	300	UNC2504669	JAX00482542	20	5873265	6087776	chr2	0.635258672033709	1	2
301	320	JAX00482544	JAX00090873	20	6088460	6263499	chr2	0.637274557135867	1	2
321	340	UNC2510239	JAX00482597	20	6274453	6483485	chr2	0.662175094007676	1	2
341	360	JAX00482600	JAX00482624	20	6491729	6665886	chr2	0.707135759605128	1	2
361	380	JAX00482625	JAX00482663	20	6666566	6977305	chr2	0.667410712522097	1	2
381	400	JAX00482664	JAX00482709	20	6980776	7311189	chr2	0.602424952883798	1	2
401	420	JAX00482710	JAX00090991	20	7312030	7862581	chr2	0.618822073165101	1	2
421	440	JAX00090992	JAX00482833	20	7902913	8269100	chr2	0.655222911241017	1	2
441	460	JAX00482835	UNC2538571	20	8273570	8625685	chr2	0.623744310761458	1	2
461	480	UNC2538884	JAX00482900	20	8654853	8881070	chr2	0.676575487351556	1	2
481	500	JAX00482904	JAX00091085	20	8884963	9142225	chr2	0.873002126457865	0	2
501	520	JAX00482942	UNC2547700	20	9142661	9370029	chr2	0.796752693906276	1	2
521	540	JAX00482995	JAX00483033	20	9382281	9559862	chr2	0.758128946735635	1	2
541	560	JAX00091119	JAX00483069	20	9590576	9752280	chr2	0.784316384678899	1	2
561	580	UNC020007086	JAX00483106	20	9765883	9957335	chr2	0.286502561459517	1	2
581	600	JAX00483111	JAX00483156	20	9961863	10175848	chr2	0.288940561449939	1	2
601	620	JAX00483162	JAX00483211	20	10199515	10375575	chr2	0.482349669184137	1	2
621	640	UNC2562750	JAX00091196	20	10388678	10619844	chr2	0.513716302771622	1	2
641	660	UNC2565361	JAX00483287	20	10631582	10804716	chr2	0.522499038609099	1	2
661	680	JAX00483289	JAX00091225	20	10808117	10965847	chr2	0.507325358553	1	2
681	700	JAX00483322	JAX00483358	20	10999308	11198497	chr2	0.438459385129687	0	2
701	720	UNC2574595	UNC2579647	20	11206470	11549988	chr2	0.440729990617753	0	2
721	740	JAX00483411	JAX00483439	20	11559315	11686765	chr2	0.44430377195323	0	2
741	760	JAX00483441	JAX00483478	20	11697615	11938268	chr2	0.540726338740849	0	2
761	780	JAX00483479	JAX00483510	20	11938483	12045930	chr2	0.539638526234044	0	2
781	800	JAX00483511	UNC2590872	20	12049046	12297978	chr2	0.511761924929905	0	2
801	820	JAX00483547	UNC2594189	20	12312634	12634030	chr2	0.513740820857626	0	2
821	840	JAX00483598	JAX00483618	20	12650438	12812466	chr2	0.514223291127998	0	2
841	860	JAX00483620	JAX00483660	20	12814244	13051650	chr2	0.51650556425063	0	2
861	880	JAX00483663	UNC2601602	20	13053215	13210846	chr2	0.662029869014166	0	2
881	900	JAX00483700	JAX00483747	20	13234035	13513146	chr2	0.727605016735251	0	2
901	920	UNC2605774	JAX00483779	20	13521127	13698088	chr2	0.655721757200441	0	2
921	940	JAX00091427	JAX00483799	20	13703024	13962851	chr2	0.649571797894431	0	2
941	960	JAX00483802	JAX00483840	20	13967026	14197394	chr2	0.65057477758974	0	2
961	980	UNC2614353	JAX00215656	20	14197997	14472437	chr2	0.652764543241465	0	2
981	1000	JAX00215657	JAX00483887	20	14472565	14633947	chr2	0.645728663291019	0	2
1001	1020	UNC2620134	JAX00091513	20	14642060	14825217	chr2	0.622188046096808	0	2
1021	1040	JAX00483905	JAX00091535	20	14834894	15143121	chr2	0.420065173387472	0	2
1041	1060	JAX00091537	UNC2629670	20	15145335	15408129	chr2	0.439431995375104	0	2
1061	1080	UNC2629751	JAX00483982	20	15416327	15646607	chr2	0.55913162321089	0	2
1081	1100	JAX00483983	JAX00091594	20	15646849	15900646	chr2	0.430075019390684	0	2
1101	1120	JAX00484013	UNC2638779	20	15927818	16145592	chr2	0.396388543501123	0	2
1121	1140	JAX00091611	JAX00484055	20	16146770	16409097	chr2	0.391930268031731	0	2
1141	1160	JAX00215707	JAX00091650	20	16410863	16663513	chr2	0.411877873905269	0	2
1161	1180	JAX00484084	JAX00484108	20	16682095	16987831	chr2	0.444472146694598	0	2
1181	1200	JAX00484113	UNC2650787	20	17014272	17268917	chr2	0.559019423698774	0	2
1201	1220	JAX00484141	JAX00484172	20	17278944	17491544	chr2	0.562118108944438	0	2
1221	1240	JAX00484173	JAX00484211	20	17491772	17734262	chr2	0.578844463618021	0	2
1241	1260	UNC2656197	JAX00091751	20	17736463	18020412	chr2	0.488620018851923	0	2
1261	1280	JAX00091753	UNC2663264	20	18022323	18395947	chr2	0.486665610623467	0	2
1281	1300	JAX00484293	JAX00091796	20	18413616	18622318	chr2	0.503377956567023	0	2
1301	1320	JAX00091797	JAX00484396	20	18626523	18877396	chr2	0.512960401969205	0	2
1321	1340	JAX00091816	UNC2672737	20	18879287	19091986	chr2	0.512461141307299	0	2
1341	1360	JAX00484436	JAX00091844	20	19097606	19261990	chr2	0.497805651767253	0	2
1361	1380	UNC2674607	JAX00484503	20	19263980	19431596	chr2	0.491286133594878	0	2
1381	1400	JAX00484504	UNC2677765	20	19431708	19531816	chr2	0.490997986207881	0	2
1401	1420	JAX00091865	UNC020369170	20	19536009	19719898	chr2	0.490529649510892	0	2
1421	1440	UNC2680599	JAX00484580	20	19727225	19812970	chr2	0.489197988128104	0	2
1441	1460	JAX00484581	JAX00484626	20	19850261	20061746	chr2	0.489892401677875	0	2
1461	1480	UNC2685974	JAX00484663	20	20061954	20297229	chr2	0.490698488299593	0	2
1481	1500	JAX00484667	JAX00484706	20	20301715	20492862	chr2	0.491281991263169	0	2
1501	1520	UNC2693356	JAX00484748	20	20498810	20671088	chr2	0.491890063597983	0	2
1521	1540	JAX00091950	JAX00091962	20	20675970	20842156	chr2	0.492351560239738	0	2
1541	1560	JAX00091963	JAX00484826	20	20842253	20962604	chr2	0.491603218265739	0	2
1561	1580	JAX00484827	JAX00484866	20	20963591	21178770	chr2	0.499794992810566	0	2
1581	1600	JAX00484868	JAX00484899	20	21180851	21407950	chr2	0.5755345585577	0	2
1601	1620	JAX00092004	JAX00092024	20	21420162	21652092	chr2	0.542297129346618	0	2
1621	1640	JAX00484937	JAX00484985	20	21652789	21942458	chr2	0.490626029952816	0	2
1641	1660	JAX00484990	JAX00485034	20	21946009	22329445	chr2	0.480435922972888	0	2
1661	1680	UNC2721092	JAX00485078	20	22344845	22540016	chr2	0.452251094353528	0	2
1681	1700	JAX00485080	JAX00485108	20	22543915	22864548	chr2	0.461798203175922	0	2
1701	1720	UNC2727122	JAX00485137	20	22878794	23182935	chr2	0.467984883596304	0	2
1721	1740	UNC2730682	JAX00485179	20	23199301	23716251	chr2	0.480539199648877	0	2
1741	1760	JAX00485183	JAX00485206	20	23730329	23957111	chr2	0.483314246676728	0	2
1761	1780	JAX00092192	JAX00485245	20	23957818	24263211	chr2	0.486720483735934	0	2
1781	1800	JAX00485249	UNC2746387	20	24280344	24502919	chr2	0.483390765681888	0	2
1801	1820	JAX00485297	JAX00092240	20	24503484	24616133	chr2	0.484462877732552	0	2
1821	1840	UNC2748281	JAX00485353	20	24620575	24700912	chr2	0.474906086546999	0	2
1841	1860	JAX00485356	UNC2750679	20	24706032	24796545	chr2	0.465217327289778	0	2
1861	1880	JAX00092254	JAX00485421	20	24824801	24979311	chr2	0.446267070642552	0	2
1881	1900	JAX00485429	JAX00485472	20	25000026	25329346	chr2	0.428311564763676	0	2
1901	1920	JAX00485473	JAX00485530	20	25330502	25554946	chr2	0.3869237612761	0	2
1921	1940	UNC2759890	JAX00092326	20	25557918	25763378	chr2	0.337638441013296	0	2
1941	1960	UNC2763022	UNC2764707	20	25769887	25909581	chr2	0.336811844773992	0	2
1961	1980	JAX00485605	UNC2766637	20	25916306	26071166	chr2	0.319102686694048	0	2
1981	2000	JAX00092349	JAX00485665	20	26071809	26209265	chr2	0.293914065336723	0	2
2001	2020	JAX00092360	JAX00092372	20	26224514	26374333	chr2	0.321447459750824	0	2
2021	2040	JAX00485706	JAX00485733	20	26385485	26619800	chr2	0.324483211076479	0	2
2041	2060	UNC2772858	JAX00485777	20	26639734	26938236	chr2	0.327823864600058	0	2
2061	2080	JAX00485779	JAX00485823	20	26941556	27074554	chr2	0.336521248094979	0	2
2081	2100	UNC2777947	JAX00485877	20	27075940	27221935	chr2	0.350712531421171	0	2
2101	2120	JAX00092437	JAX00485923	20	27246886	27479793	chr2	0.34642364768493	0	2
2121	2140	JAX00485925	UNC2785252	20	27482906	27604891	chr2	0.33158971382404	0	2
2141	2160	JAX00215955	JAX00486001	20	27607618	27762080	chr2	0.328007199234268	0	2
2161	2180	UNC2787828	JAX00486052	20	27771127	27870519	chr2	0.327798929174029	0	2
2181	2200	JAX00092484	JAX00486099	20	27871620	28006662	chr2	0.327613607465005	0	2
2201	2220	UNC2792471	JAX00486133	20	28022291	28142475	chr2	0.327393776908278	0	2
2221	2240	JAX00092505	UNC2796091	20	28144658	28255875	chr2	0.339776866956047	0	2
2241	2260	UNC2796331	JAX00486189	20	28275589	28435057	chr2	0.361034919119847	0	2
2261	2280	JAX00486190	JAX00486213	20	28436220	28633521	chr2	0.360855304990925	0	2
2281	2300	UNC2800778	JAX00092562	20	28677170	28902985	chr2	0.265958547834401	0	2
2301	2320	UNC2803172	JAX00092580	20	28904618	29132002	chr2	0.239992033574942	0	2
2321	2340	JAX00486277	JAX00486309	20	29161348	29428227	chr2	0.354611190712023	0	2
2341	2360	JAX00486311	JAX00486352	20	29433875	29668914	chr2	0.387140926966865	0	2
2361	2380	JAX00486353	JAX00092638	20	29670336	29929942	chr2	0.45036618022274	0	2
2381	2400	JAX00092643	UNC2819023	20	29968274	30447927	chr2	0.440663506429064	0	2
2401	2420	UNC2819709	JAX00486512	20	30502285	30864315	chr2	0.419736711643754	0	2
2421	2440	JAX00092709	JAX00486552	20	30864998	31062072	chr2	0.423174810323323	0	2
2441	2460	JAX00486557	JAX00092749	20	31094194	31412972	chr2	0.462626703779521	0	2
2461	2480	JAX00092750	JAX00486647	20	31413028	31751001	chr2	0.395414387002338	0	2
2481	2500	UNC2833977	UNC2837930	20	31766216	32233066	chr2	0.286911290089913	0	2
2501	2520	JAX00216064	JAX00486751	20	32287385	32677180	chr2	0.181984798370657	0	2
2521	2540	JAX00486752	JAX00486779	20	32677292	32959772	chr2	0.18032648070987	0	2
2541	2560	JAX00486780	UNC2847646	20	32990106	33317171	chr2	0.178658384416372	0	2
2561	2580	JAX00092895	JAX00486856	20	33346709	33533836	chr2	0.176284811342249	0	2
2581	2600	JAX00486859	JAX00092926	20	33536920	33757363	chr2	0.174716540376248	0	2
2601	2620	JAX00092928	UNC2854050	20	33780214	33929009	chr2	0.181269994744118	0	2
2621	2640	JAX00486944	JAX00216108	20	33946272	34269038	chr2	0.565362004035376	0	2
2641	2660	UNC2856758	UNC2858553	20	34276264	34475025	chr2	0.743175607734173	0	2
2661	2680	JAX00092981	JAX00487044	20	34482728	34741579	chr2	0.626255173334463	0	2
2681	2700	JAX00093001	JAX00487080	20	34774584	35072115	chr2	0.596942141595661	0	2
2701	2720	JAX00093025	JAX00093054	20	35077073	35455213	chr2	0.484275840698392	0	2
2721	2740	UNC2870662	JAX00487171	20	35473229	35653380	chr2	0.210344446382153	0	2
2741	2760	JAX00487173	JAX00487213	20	35693156	35949453	chr2	0.147010698743625	0	2
2761	2780	JAX00093092	JAX00487242	20	35975519	36159851	chr2	0.133496191459915	0	2
2781	2800	JAX00093106	JAX00487277	20	36176678	36667985	chr2	0.144274447775595	0	2
2801	2820	JAX00487280	JAX00093171	20	36670115	37044397	chr2	0.158769392080027	0	2
2821	2840	JAX00487319	UNC020019651	20	37067793	37404648	chr2	0.159075386654293	0	2
2841	2860	JAX00487342	JAX00487387	20	37420383	37762585	chr2	0.221469364032835	0	2
2861	2880	JAX00093221	JAX00487430	20	37771730	38160182	chr2	0.160992435286883	0	2
2881	2900	UNC020306239	UNC2896990	20	38163514	38440683	chr2	0.141052010599077	0	2
2901	2920	JAX00093272	JAX00487506	20	38445370	38802083	chr2	0.0930625049754984	0	2
2921	2940	JAX00093299	JAX00093321	20	38802132	39084389	chr2	0.0878807340239367	0	2
2941	2960	JAX00093322	JAX00487573	20	39084696	39467936	chr2	0.0873129099760276	0	2
2961	2980	JAX00093350	JAX00093389	20	39526217	40060363	chr2	0.112833328595627	0	2
2981	3000	JAX00216236	UNC2914089	20	40089692	40352456	chr2	0.138252918484675	0	2
3001	3020	JAX00093411	JAX00487683	20	40374350	40674418	chr2	0.134241888567881	0	2
3021	3040	UNC2918735	JAX00487721	20	40695554	40930352	chr2	0.130583437059624	0	2
3041	3060	JAX00487723	JAX00093472	20	40931796	41172528	chr2	0.1806267286098	0	2
3061	3080	UNC2925358	JAX00093496	20	41183717	41493462	chr2	0.189038511371506	0	2
