from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP
13861	13880	JAX00272737	JAX00272765	20	159266008	159451822	chr1	5.28223175058558
13881	13900	JAX00272769	JAX00272806	20	159466009	159612431	chr1	5.2722804750981
13901	13920	JAX00272809	JAX00011544	20	159622454	159792158	chr1	5.23360367741576
13921	13940	JAX00272849	JAX00272894	20	159806843	159994446	chr1	5.22985912231305
13941	13960	UNC2029189	JAX00272926	20	159996429	160111643	chr1	5.22736397894862
13961	13980	UNC2030766	JAX00272985	20	160115744	160219119	chr1	5.22547532139683
13981	14000	JAX00272987	UNC2033631	20	160223222	160309373	chr1	5.23617374763733
14001	14020	JAX00273023	JAX00273076	20	160309617	160443460	chr1	5.32493099293852
14021	14040	JAX00273081	JAX00011603	20	160462844	160591624	chr1	5.32277937848841
14041	14060	UNC2036998	JAX00273144	20	160593820	160761541	chr1	5.32141407370358
14061	14080	JAX00273147	JAX00273180	20	160781215	160967809	chr1	5.30046047148403
14081	14100	JAX00273181	JAX00273214	20	160967856	161121934	chr1	5.27818212147872
14101	14120	JAX00273215	JAX00273252	20	161122172	161363141	chr1	5.27248219418976
14121	14140	JAX00273253	JAX00273283	20	161363813	161445298	chr1	5.28211454689816
14141	14160	JAX00273284	JAX00273319	20	161445711	161623748	chr1	5.26774564720428
14161	14180	JAX00273320	UNC2050783	20	161628132	161803859	chr1	4.86560902781995
14181	14200	JAX00273367	JAX00273410	20	161816673	162003667	chr1	4.67161015513582
14201	14220	JAX00273411	JAX00011722	20	162004257	162183761	chr1	4.54216787290945
14221	14240	JAX00273453	JAX00273491	20	162189702	162449354	chr1	4.35351165346132
14241	14260	JAX00273494	JAX00273510	20	162474322	162667205	chr1	4.06629734835692
14261	14280	JAX00273514	JAX00011778	20	162672057	162922059	chr1	3.67701680804782
14281	14300	JAX00273542	JAX00011782	20	162922197	162990416	chr1	3.67711909524866
14301	14320	JAX00273580	JAX00273610	20	162991470	163131563	chr1	3.67993487931942
14321	14340	JAX00011794	JAX00273649	20	163142268	163319030	chr1	3.67824610950175
14341	14360	JAX00273651	UNC2065866	20	163321720	163492491	chr1	3.67642496735882
14361	14380	JAX00273684	UNC2067166	20	163505566	163620514	chr1	3.64692570828921
14381	14400	JAX00273716	JAX00273748	20	163679561	163842808	chr1	3.62475639305358
14401	14420	JAX00273749	JAX00273785	20	163846767	163946240	chr1	3.54796551140967
14421	14440	UNC2070420	JAX00273831	20	163953052	164159771	chr1	3.40254652595775
14441	14460	JAX00011870	JAX00273888	20	164173165	164485519	chr1	3.40269794451762
14461	14480	JAX00011895	UNC2078614	20	164490620	164737603	chr1	3.33553106622521
14481	14500	JAX00273941	JAX00188917	20	164779733	164959886	chr1	3.24194013254506
14501	14520	JAX00273978	JAX00274031	20	164961048	165125817	chr1	3.17586936856287
14521	14540	JAX00274033	UNC2085874	20	165129228	165305701	chr1	3.09789043390805
14541	14560	UNC2085979	UNC2087388	20	165315476	165426207	chr1	3.18105168852822
14561	14580	JAX00193900	UNC2089243	20	165427756	165544910	chr1	3.27375755203201
14581	14600	JAX00274112	JAX00011990	20	165556859	165747378	chr1	3.24279073798449
14601	14620	JAX00011991	UNC2093253	20	165752249	165932722	chr1	3.25404570443399
14621	14640	JAX00274209	JAX00274246	20	165954023	166111695	chr1	3.21847979908734
14641	14660	JAX00012018	JAX00274282	20	166113529	166286191	chr1	3.11819696764091
14661	14680	UNC2098492	JAX00274331	20	166302112	166490182	chr1	3.12016528108194
14681	14700	JAX00193908	JAX00274370	20	166496867	166661703	chr1	3.12075794491002
14701	14720	JAX00012058	JAX00012075	20	166684240	166891090	chr1	3.17463910391215
14721	14740	UNC2107583	JAX00274449	20	166899458	167054507	chr1	3.3594180298022
14741	14760	UNC2109907	JAX00012105	20	167060789	167275636	chr1	3.58243775129233
14761	14780	JAX00274495	UNC2115346	20	167292053	167520366	chr1	3.55153362217603
14781	14800	UNC010333272	JAX00274615	20	167532406	167735934	chr1	3.56653437323379
14801	14820	JAX00274617	UNC2119796	20	167738609	167865825	chr1	3.11349676915407
14821	14840	JAX00274650	JAX00274695	20	167866031	168030546	chr1	3.01898672564482
14841	14860	JAX00274697	JAX00012174	20	168039791	168195013	chr1	3.01916704081558
14861	14880	UNC2123992	UNC2126926	20	168201325	168505446	chr1	3.01907286822424
14881	14900	JAX00012198	JAX00274844	20	168515633	168771677	chr1	2.96110947776721
14901	14920	JAX00274855	JAX00012233	20	168783556	168990316	chr1	2.86537252730291
14921	14940	JAX00274902	UNC2137048	20	168993466	169214530	chr1	2.86471538274694
14941	14960	JAX00274953	JAX00274982	20	169217523	169393758	chr1	2.95300082921129
14961	14980	JAX00274983	JAX00012274	20	169393838	169560325	chr1	2.99813081769206
14981	15000	JAX00275032	JAX00012286	20	169560783	169708847	chr1	3.17313961491126
15001	15020	JAX00275083	JAX00275161	20	169712551	169941627	chr1	3.3560585464541
15021	15040	JAX00275162	JAX00275192	20	169947003	170092856	chr1	3.31115413760787
15041	15060	JAX00275194	JAX00275223	20	170093627	170162846	chr1	3.15164109538746
15061	15080	JAX00275225	UNC2152265	20	170167462	170246789	chr1	3.15168893954973
15081	15100	UNC2152403	JAX00275289	20	170256190	170359845	chr1	3.15177661034744
15101	15120	UNC2153964	JAX00275310	20	170369364	170469087	chr1	3.1519308692212
15121	15140	JAX00275312	JAX00275349	20	170479815	170722872	chr1	3.17184065926291
15141	15160	JAX00012363	JAX00275399	20	170731160	170971199	chr1	3.18535480995875
15161	15180	JAX00275400	JAX00012396	20	170972813	171171981	chr1	3.18781943308488
15181	15200	JAX00275475	JAX00012408	20	171177356	171303605	chr1	3.22492436823293
15201	15220	JAX00275511	JAX00275564	20	171309721	171487067	chr1	3.23885646937233
15221	15240	JAX00275566	JAX00275613	20	171499042	171633409	chr1	3.2378431373593
15241	15260	JAX00275616	JAX00275655	20	171647486	171771490	chr1	3.20610222156058
15261	15280	JAX00275656	JAX00275708	20	171772319	171942393	chr1	3.20617148021874
15281	15300	JAX00012456	JAX00275751	20	171965367	172125843	chr1	3.20706055000164
15301	15320	JAX00275753	JAX00012476	20	172131876	172238885	chr1	3.20752083712514
15321	15340	JAX00275794	JAX00275849	20	172242824	172377742	chr1	3.20795035379963
15341	15360	JAX00275857	JAX00275897	20	172391267	172509818	chr1	3.20843262159515
15361	15380	JAX00275902	JAX00275964	20	172513883	172736585	chr1	3.20896878709062
15381	15400	JAX00275972	JAX00276008	20	172761668	172918775	chr1	3.2099974890215
15401	15420	JAX00012527	JAX00276039	20	172918804	173081541	chr1	3.19751909784717
15421	15440	UNC2195900	UNC2197216	20	173088272	173211342	chr1	3.19253603472896
15441	15460	JAX00276090	JAX00012558	20	173215744	173306349	chr1	3.19263132597017
15461	15480	UNC2198282	JAX00276162	20	173306452	173480310	chr1	3.21017744487363
15481	15500	JAX00276164	JAX00276182	20	173494435	173660884	chr1	3.23027123034102
15501	15520	JAX00276186	UNC2203192	20	173664020	173803539	chr1	3.2493615102
15521	15540	JAX00012595	UNC2204464	20	173815085	173933537	chr1	3.26304657023452
15541	15560	JAX00012605	UNC2205970	20	173942510	174075397	chr1	3.25892016347189
15561	15580	JAX00276249	UNC2207536	20	174084709	174215033	chr1	3.25534998307653
15581	15600	UNC2207758	JAX00276331	20	174229942	174420356	chr1	3.21878873864416
15601	15620	JAX00276336	JAX00012652	20	174423528	174593747	chr1	3.19644499222446
15621	15640	JAX00276380	JAX00276432	20	174611054	174790906	chr1	3.20375461748776
15641	15660	JAX00012667	JAX00012677	20	174794787	174912139	chr1	3.20382105327016
15661	15680	JAX00276482	JAX00276515	20	174935630	175138997	chr1	3.2221549066664
15681	15700	JAX00276518	JAX00012709	20	175143635	175343628	chr1	3.2639248658604
15701	15720	JAX00276566	JAX00012756	20	175344165	175967318	chr1	3.18334555518662
15721	15740	JAX00276688	JAX00012779	20	175967802	176273134	chr1	3.09638475645292
15741	15760	JAX00012780	JAX00276802	20	176274889	176519913	chr1	3.02215281329753
15761	15780	JAX00276803	JAX00276845	20	176521888	176604637	chr1	3.01974566353062
15781	15800	JAX00276852	JAX00276914	20	176618864	176905913	chr1	3.01726599981071
15801	15820	JAX00276917	JAX00276954	20	176911408	177100842	chr1	3.01470169103597
15821	15840	JAX00276964	UNC2252169	20	177150386	177284511	chr1	3.01541684240662
15841	15860	JAX00277005	UNC2254395	20	177300786	177439497	chr1	3.0149736546955
15861	15880	JAX00277058	JAX00277085	20	177441130	177578658	chr1	3.0335564174559
15881	15900	JAX00277087	JAX00012885	20	177579139	177687758	chr1	3.04614369762437
15901	15920	JAX00277115	backupUNC010397300	20	177692834	177815979	chr1	3.05117655826713
15921	15940	UNC2260521	JAX00277191	20	177834431	177974224	chr1	3.12129042649221
15941	15960	JAX00277194	JAX00277246	20	177974742	178103771	chr1	3.13121409182412
15961	15980	JAX00277247	JAX00012926	20	178103839	178225642	chr1	3.14861026286264
15981	16000	JAX00277286	JAX00277317	20	178231262	178410149	chr1	3.14887659452764
16001	16020	JAX00277321	JAX00012955	20	178413979	178628891	chr1	3.14918477404075
16021	16040	JAX00277363	JAX00277393	20	178635549	178769986	chr1	3.16005585558158
16041	16060	JAX00012968	JAX00277449	20	178783776	178927080	chr1	3.16232347449642
16061	16080	JAX00277455	UNC2277817	20	178946330	179239876	chr1	3.16357733561078
16081	16100	JAX00277486	JAX00277540	20	179240703	179355092	chr1	3.16700892222681
16101	16120	JAX00013011	JAX00277588	20	179357410	179574789	chr1	3.12822556712072
16121	16140	UNC2281004	JAX00277674	20	179591732	179946610	chr1	3.08991433656491
16141	16160	UNC2282828	UNC2284456	20	179970242	180371547	chr1	3.05346499523921
16161	16180	JAX00013088	JAX00277788	20	180395844	180596222	chr1	3.05293928212892
16181	16200	UNC2287066	JAX00277839	20	180600500	180717727	chr1	3.03477126736874
16201	16220	JAX00277841	JAX00277883	20	180719354	180843919	chr1	3.03353107634018
16221	16240	JAX00277885	JAX00277947	20	180845246	181023397	chr1	3.0332607049688
16241	16260	JAX00277948	JAX00277995	20	181023950	181222473	chr1	3.03297164535882
16261	16280	JAX00277996	JAX00278038	20	181231879	181456572	chr1	3.06629045191961
16281	16300	JAX00278041	JAX00013185	20	181468509	181687649	chr1	3.06930572747989
16301	16320	UNC2301595	UNC2303705	20	181693726	181912758	chr1	3.06206496393562
16321	16340	JAX00278101	JAX00278137	20	181912887	182082202	chr1	3.06165965534104
16341	16360	JAX00278140	JAX00278169	20	182082895	182165789	chr1	3.10297534642765
16361	16380	UNC2306806	JAX00278212	20	182176309	182300214	chr1	3.07904174833632
16381	16400	JAX00013233	JAX00278262	20	182314641	182446142	chr1	3.0642017592821
16401	16420	JAX00013243	JAX00013255	20	182460440	182633491	chr1	3.05368929658335
16421	16440	JAX00013256	JAX00013275	20	182633525	182868461	chr1	3.05446533913764
16441	16460	JAX00278335	JAX00013287	20	182876935	183033118	chr1	3.05666710790675
16461	16480	UNC2317294	JAX00278438	20	183041783	183243753	chr1	3.05572452086532
16481	16500	JAX00278439	JAX00278469	20	183244238	183379016	chr1	3.05385490674347
16501	16520	JAX00278471	JAX00278506	20	183381501	183534501	chr1	3.04832227806384
16521	16540	JAX00278508	JAX00013338	20	183559553	183730328	chr1	3.04656763488912
16541	16560	JAX00278541	JAX00013351	20	183732316	183925822	chr1	3.04627915103475
16561	16580	JAX00013353	UNC2328501	20	183930972	184059592	chr1	3.04610072766336
16581	16600	JAX00013367	UNC2330600	20	184117282	184283707	chr1	3.1014737271145
16601	16620	JAX00013379	JAX00278704	20	184285770	184433374	chr1	3.38686783754525
16621	16640	JAX00278708	JAX00194143	20	184444297	184737989	chr1	3.39691389027501
16641	16660	JAX00013414	UNC010411487	20	184751488	185374397	chr1	3.42215729281335
16661	16680	UNC2340030	JAX00278841	20	185374732	185511484	chr1	3.45594852513448
16681	16700	JAX00278842	JAX00278877	20	185519941	185704584	chr1	3.45660130233
16701	16720	JAX00278885	JAX00278936	20	185714705	185872922	chr1	3.43437745296922
16721	16740	JAX00278937	JAX00278977	20	185877286	186123878	chr1	3.41556470217024
16741	16760	JAX00278978	JAX00279013	20	186129430	186342043	chr1	3.40698479050498
16761	16780	UNC2351616	UNC2352059	20	186372488	186434532	chr1	3.30318674076634
16781	16800	UNC2352070	UNC2353249	20	186435795	186565478	chr1	3.2214584810702
16801	16820	UNC2353860	JAX00279103	20	186613524	186762888	chr1	3.81345699532491
16821	16840	JAX00279104	UNC010414123	20	186763439	186897033	chr1	4.42960026675187
16841	16860	UNC2357801	JAX00013565	20	186926078	187146882	chr1	4.65858495541257
16861	16880	JAX00013566	JAX00279215	20	187147032	187297031	chr1	4.63554798446823
16881	16900	JAX00279217	JAX00279248	20	187298423	187425923	chr1	4.63283007626556
16901	16920	JAX00279253	JAX00013599	20	187431810	187586509	chr1	4.63070764840215
16921	16940	JAX00279281	UNC2370484	20	187590716	187740311	chr1	4.62835222689785
16941	16960	JAX00279326	UNC2372771	20	187755367	187914388	chr1	4.62514881474474
16961	16980	JAX00013622	UNC2374495	20	187922558	188055843	chr1	4.62289588490636
16981	17000	JAX00279405	JAX00279447	20	188058052	188204339	chr1	4.3711155872184
17001	17020	UNC2376366	JAX00279483	20	188216613	188487724	chr1	4.14392252115154
17021	17040	UNC2379870	JAX00279534	20	188526229	188840703	chr1	4.14135009454267
17041	17060	JAX00279535	JAX00279561	20	188841029	189008774	chr1	4.13890366516018
17061	17080	UNC2385554	JAX00279607	20	189013019	189247285	chr1	4.16806852781457
17081	17100	JAX00013723	JAX00279640	20	189247396	189367661	chr1	4.16412956504159
17101	17120	JAX00188957	UNC2391711	20	189372403	189512282	chr1	4.12395355531654
17121	17140	JAX00279676	JAX00279715	20	189525060	189677016	chr1	4.10825544852402
17141	17160	UNC2393264	UNC2394253	20	189685576	189759945	chr1	4.10660571291903
17161	17180	JAX00279759	JAX00279781	20	189760343	189896129	chr1	4.15469819969602
17181	17200	UNC010426497	UNC2396636	20	189904166	190028483	chr1	4.17745842836537
17201	17220	JAX00279810	JAX00279833	20	190037774	190158401	chr1	4.18323230651872
17221	17240	UNC2398055	UNC2399492	20	190159356	190304411	chr1	4.18335405890586
17241	17260	UNC2399677	UNC2400921	20	190318186	190459538	chr1	4.18520603778817
17261	17280	JAX00013814	JAX00279919	20	190462841	190558866	chr1	4.19095789086617
17281	17300	UNC2402437	UNC2404202	20	190564921	190683607	chr1	4.1910180389482
17301	17320	JAX00279961	JAX00279989	20	190689908	190763729	chr1	4.19099532423682
17321	17340	JAX00279990	UNC2407842	20	190764231	190967948	chr1	4.19120377777647
17341	17360	JAX00280025	JAX00280054	20	190996901	191146580	chr1	4.11444460038474
17361	17380	UNC2410542	JAX00280082	20	191152843	191308486	chr1	4.09572530553603
17381	17400	JAX00280088	JAX00194290	20	191319064	191474574	chr1	4.09609453799445
17401	17420	UNC2414787	UNC2416584	20	191476365	191612049	chr1	4.0954703530011
17421	17440	JAX00280139	UNC2419267	20	191615892	191818612	chr1	3.97775821292825
17441	17460	JAX00280177	JAX00280215	20	191836005	191909414	chr1	3.96464194384921
17461	17480	JAX00280219	JAX00280246	20	191918359	192032791	chr1	4.0158811099313
17481	17500	UNC2421865	JAX00013941	20	192041958	192148520	chr1	4.06011662534524
17501	17520	JAX00280271	JAX00280314	20	192148580	192288059	chr1	4.06378584201172
17521	17540	JAX00280316	UNC2426597	20	192288951	192463190	chr1	4.06397431000631
17541	17560	UNC2426668	JAX00013976	20	192476419	192615674	chr1	4.064544346047
17561	17580	UNC2428169	JAX00013986	20	192630591	192743596	chr1	4.06507481334642
17581	17600	UNC2429602	JAX00013997	20	192759214	192901980	chr1	4.06539847239142
17601	17620	JAX00280414	UNC2432408	20	192902022	193028414	chr1	3.9599269979179
17621	17640	UNC2432502	UNC2433925	20	193037467	193157261	chr1	3.8422343317369
17641	17660	UNC2434080	JAX00014028	20	193170023	193315125	chr1	3.84443899354605
17661	17680	JAX00280488	JAX00280531	20	193322095	193458239	chr1	3.88583400996992
17681	17700	JAX00280532	UNC2438649	20	193459305	193598654	chr1	4.07936086028043
17701	17720	JAX00280554	JAX00280596	20	193600025	193745998	chr1	4.1420870665153
17721	17740	UNC2440156	UNC2441128	20	193755474	194018126	chr1	4.32288978971489
17741	17760	UNC2441248	JAX00014086	20	194029165	194097634	chr1	4.75253141186437
17761	17780	JAX00280674	JAX00280707	20	194117901	194194087	chr1	4.75693465047241
17781	17800	UNC2443557	JAX00280740	20	194197195	194414647	chr1	4.76320424773014
17801	17820	JAX00014110	UNC2448390	20	194419611	194631860	chr1	4.77542786606939
17821	17840	UNC2448512	JAX00280777	20	194645109	194790835	chr1	4.78397170502874
17841	17860	JAX00280781	JAX00014148	20	194792831	194921022	chr1	5.00004398125173
17861	17880	UNC2451083	JAX00014166	20	194930208	195144426	chr1	5.06160510535537
17881	17900	UNC2453520	UNC2455206	20	195147819	195278459	chr1	5.11212868484327
17901	17920	UNC2455459	JAX00280903	20	195293335	195391454	chr1	5.1130982630987
17921	17940	JAX00014183	JAX00280927	20	195392321	195480827	chr1	5.11384005666155
17941	17960	UNC2457544	JAX00280957	20	195481096	195541585	chr1	5.12785349979009
17961	17980	JAX00280959	JAX00014211	20	195556108	195759916	chr1	5.02108594410363
17981	18000	JAX00280990	UNC2460216	20	195763780	195878826	chr1	4.94951057610902
18001	18020	JAX00281021	JAX00281053	20	195889749	196161788	chr1	4.9474966327635
18021	18040	JAX00014240	JAX00014252	20	196162081	196303442	chr1	4.96225270958663
18041	18060	JAX00281093	JAX00014259	20	196305753	196404286	chr1	4.94092806509659
18061	18080	JAX00281125	UNC2463974	20	196411524	196600882	chr1	4.94095393809453
1	20	JAX00482024	JAX00482056	20	3010110	3208384	chr2	3.92686452105421
21	40	JAX00482059	JAX00482094	20	3211584	3426406	chr2	3.92905743699409
41	60	JAX00090663	UNC2473662	20	3459998	3700056	chr2	3.93704760226764
61	80	JAX00482133	JAX00482179	20	3714284	3941220	chr2	3.94391466362506
81	100	JAX00482184	JAX00482214	20	3943522	4078876	chr2	3.94840776303112
101	120	JAX00482216	UNC2481772	20	4081307	4251477	chr2	3.97037926440997
121	140	JAX00482258	JAX00090734	20	4265967	4412279	chr2	4.03237552113629
141	160	UNC2484092	JAX00215420	20	4416873	4643939	chr2	4.1043915906958
161	180	JAX00090752	JAX00482349	20	4654990	4919499	chr2	4.11314874089036
181	200	JAX00482351	JAX00090783	20	4921778	5072487	chr2	4.12102175441168
201	220	JAX00482380	JAX00090797	20	5076174	5261786	chr2	4.12654728616081
221	240	JAX00090798	JAX00482450	20	5262338	5455372	chr2	4.13487076251695
241	260	JAX00482453	JAX00482489	20	5465751	5659513	chr2	4.15996821492006
261	280	JAX00482490	JAX00482519	20	5659930	5855554	chr2	4.17405598174677
281	300	UNC2504669	JAX00482542	20	5873265	6087776	chr2	4.10522496491433
301	320	JAX00482544	JAX00090873	20	6088460	6263499	chr2	4.1032268309126
321	340	UNC2510239	JAX00482597	20	6274453	6483485	chr2	4.15476667510055
341	360	JAX00482600	JAX00482624	20	6491729	6665886	chr2	4.17847023394995
361	380	JAX00482625	JAX00482663	20	6666566	6977305	chr2	4.1740023433459
381	400	JAX00482664	JAX00482709	20	6980776	7311189	chr2	4.07594835322945
401	420	JAX00482710	JAX00090991	20	7312030	7862581	chr2	4.06461452745875
421	440	JAX00090992	JAX00482833	20	7902913	8269100	chr2	4.04600550706342
441	460	JAX00482835	UNC2538571	20	8273570	8625685	chr2	4.05289774191478
461	480	UNC2538884	JAX00482900	20	8654853	8881070	chr2	4.04653859893706
481	500	JAX00482904	JAX00091085	20	8884963	9142225	chr2	4.00489033800623
501	520	JAX00482942	UNC2547700	20	9142661	9370029	chr2	3.9707822065828
521	540	JAX00482995	JAX00483033	20	9382281	9559862	chr2	3.60467622761773
541	560	JAX00091119	JAX00483069	20	9590576	9752280	chr2	2.95813165546313
561	580	UNC020007086	JAX00483106	20	9765883	9957335	chr2	3.01082872124623
581	600	JAX00483111	JAX00483156	20	9961863	10175848	chr2	3.03553839873146
601	620	JAX00483162	JAX00483211	20	10199515	10375575	chr2	3.75072357958033
621	640	UNC2562750	JAX00091196	20	10388678	10619844	chr2	3.93388034939205
641	660	UNC2565361	JAX00483287	20	10631582	10804716	chr2	4.07023023697666
661	680	JAX00483289	JAX00091225	20	10808117	10965847	chr2	4.22682823917012
681	700	JAX00483322	JAX00483358	20	10999308	11198497	chr2	4.43581279502681
701	720	UNC2574595	UNC2579647	20	11206470	11549988	chr2	4.4420466051891
721	740	JAX00483411	JAX00483439	20	11559315	11686765	chr2	4.45438542044212
741	760	JAX00483441	JAX00483478	20	11697615	11938268	chr2	4.52844459197389
761	780	JAX00483479	JAX00483510	20	11938483	12045930	chr2	4.60164420116096
781	800	JAX00483511	UNC2590872	20	12049046	12297978	chr2	4.70922482681081
801	820	JAX00483547	UNC2594189	20	12312634	12634030	chr2	4.7142766158953
821	840	JAX00483598	JAX00483618	20	12650438	12812466	chr2	4.72031041070404
841	860	JAX00483620	JAX00483660	20	12814244	13051650	chr2	4.72369814649149
861	880	JAX00483663	UNC2601602	20	13053215	13210846	chr2	4.71979048549706
881	900	JAX00483700	JAX00483747	20	13234035	13513146	chr2	4.77313484774259
901	920	UNC2605774	JAX00483779	20	13521127	13698088	chr2	4.93535878146588
921	940	JAX00091427	JAX00483799	20	13703024	13962851	chr2	5.0174238757793
941	960	JAX00483802	JAX00483840	20	13967026	14197394	chr2	5.02618187694841
961	980	UNC2614353	JAX00215656	20	14197997	14472437	chr2	5.03487824936483
981	1000	JAX00215657	JAX00483887	20	14472565	14633947	chr2	5.03906666507166
1001	1020	UNC2620134	JAX00091513	20	14642060	14825217	chr2	5.03532958539097
1021	1040	JAX00483905	JAX00091535	20	14834894	15143121	chr2	5.0258366366369
1041	1060	JAX00091537	UNC2629670	20	15145335	15408129	chr2	5.01484306200501
1061	1080	UNC2629751	JAX00483982	20	15416327	15646607	chr2	4.99930948642994
1081	1100	JAX00483983	JAX00091594	20	15646849	15900646	chr2	4.9104645660992
1101	1120	JAX00484013	UNC2638779	20	15927818	16145592	chr2	4.81103586895309
1121	1140	JAX00091611	JAX00484055	20	16146770	16409097	chr2	4.7249706714974
1141	1160	JAX00215707	JAX00091650	20	16410863	16663513	chr2	4.75210553535398
1161	1180	JAX00484084	JAX00484108	20	16682095	16987831	chr2	4.86294925103575
1181	1200	JAX00484113	UNC2650787	20	17014272	17268917	chr2	4.89256782146041
1201	1220	JAX00484141	JAX00484172	20	17278944	17491544	chr2	4.89440562615975
1221	1240	JAX00484173	JAX00484211	20	17491772	17734262	chr2	4.8989389110935
1241	1260	UNC2656197	JAX00091751	20	17736463	18020412	chr2	4.9293457178521
1261	1280	JAX00091753	UNC2663264	20	18022323	18395947	chr2	4.96566496254659
1281	1300	JAX00484293	JAX00091796	20	18413616	18622318	chr2	4.98306628845235
1301	1320	JAX00091797	JAX00484396	20	18626523	18877396	chr2	4.92115284438133
1321	1340	JAX00091816	UNC2672737	20	18879287	19091986	chr2	4.92094969653708
1341	1360	JAX00484436	JAX00091844	20	19097606	19261990	chr2	4.95029141112924
1361	1380	UNC2674607	JAX00484503	20	19263980	19431596	chr2	4.96628970130266
1381	1400	JAX00484504	UNC2677765	20	19431708	19531816	chr2	4.96681459304812
1401	1420	JAX00091865	UNC020369170	20	19536009	19719898	chr2	4.96652539795176
1421	1440	UNC2680599	JAX00484580	20	19727225	19812970	chr2	4.94562773021397
1441	1460	JAX00484581	JAX00484626	20	19850261	20061746	chr2	4.94508286738291
1461	1480	UNC2685974	JAX00484663	20	20061954	20297229	chr2	4.94427033218769
1481	1500	JAX00484667	JAX00484706	20	20301715	20492862	chr2	4.94353182956313
1501	1520	UNC2693356	JAX00484748	20	20498810	20671088	chr2	4.94286722599864
1521	1540	JAX00091950	JAX00091962	20	20675970	20842156	chr2	4.94238832514016
1541	1560	JAX00091963	JAX00484826	20	20842253	20962604	chr2	4.94825091794061
1561	1580	JAX00484827	JAX00484866	20	20963591	21178770	chr2	4.9782711647873
1581	1600	JAX00484868	JAX00484899	20	21180851	21407950	chr2	5.05080056042342
1601	1620	JAX00092004	JAX00092024	20	21420162	21652092	chr2	5.03481912063823
1621	1640	JAX00484937	JAX00484985	20	21652789	21942458	chr2	5.06902706473614
1641	1660	JAX00484990	JAX00485034	20	21946009	22329445	chr2	5.08863755941507
1661	1680	UNC2721092	JAX00485078	20	22344845	22540016	chr2	5.10514431528525
1681	1700	JAX00485080	JAX00485108	20	22543915	22864548	chr2	5.12915626542583
1701	1720	UNC2727122	JAX00485137	20	22878794	23182935	chr2	5.1298119099044
1721	1740	UNC2730682	JAX00485179	20	23199301	23716251	chr2	5.09157962614801
1741	1760	JAX00485183	JAX00485206	20	23730329	23957111	chr2	5.07836768940004
1761	1780	JAX00092192	JAX00485245	20	23957818	24263211	chr2	5.14342984324388
1781	1800	JAX00485249	UNC2746387	20	24280344	24502919	chr2	5.16084851906236
1801	1820	JAX00485297	JAX00092240	20	24503484	24616133	chr2	5.17494319775457
1821	1840	UNC2748281	JAX00485353	20	24620575	24700912	chr2	5.20392243864444
1841	1860	JAX00485356	UNC2750679	20	24706032	24796545	chr2	5.20127876804422
1861	1880	JAX00092254	JAX00485421	20	24824801	24979311	chr2	5.19481113146155
1881	1900	JAX00485429	JAX00485472	20	25000026	25329346	chr2	5.1407809432078
1901	1920	JAX00485473	JAX00485530	20	25330502	25554946	chr2	5.03587854733575
1921	1940	UNC2759890	JAX00092326	20	25557918	25763378	chr2	4.9721752581092
1941	1960	UNC2763022	UNC2764707	20	25769887	25909581	chr2	4.96989855396518
1961	1980	JAX00485605	UNC2766637	20	25916306	26071166	chr2	4.95188414095974
1981	2000	JAX00092349	JAX00485665	20	26071809	26209265	chr2	4.92785697536751
2001	2020	JAX00092360	JAX00092372	20	26224514	26374333	chr2	4.90385646989688
2021	2040	JAX00485706	JAX00485733	20	26385485	26619800	chr2	4.89846894015867
2041	2060	UNC2772858	JAX00485777	20	26639734	26938236	chr2	4.89127716987144
2061	2080	JAX00485779	JAX00485823	20	26941556	27074554	chr2	4.88291702485992
2081	2100	UNC2777947	JAX00485877	20	27075940	27221935	chr2	4.82120672096771
2101	2120	JAX00092437	JAX00485923	20	27246886	27479793	chr2	4.81551198945172
2121	2140	JAX00485925	UNC2785252	20	27482906	27604891	chr2	4.78791061776172
2141	2160	JAX00215955	JAX00486001	20	27607618	27762080	chr2	4.77686824824679
2161	2180	UNC2787828	JAX00486052	20	27771127	27870519	chr2	4.77484946379572
2181	2200	JAX00092484	JAX00486099	20	27871620	28006662	chr2	4.77254823463718
2201	2220	UNC2792471	JAX00486133	20	28022291	28142475	chr2	4.77020214271885
2221	2240	JAX00092505	UNC2796091	20	28144658	28255875	chr2	4.70645898483181
2241	2260	UNC2796331	JAX00486189	20	28275589	28435057	chr2	4.70377987708744
2261	2280	JAX00486190	JAX00486213	20	28436220	28633521	chr2	4.70085367150217
2281	2300	UNC2800778	JAX00092562	20	28677170	28902985	chr2	4.66166251801911
2301	2320	UNC2803172	JAX00092580	20	28904618	29132002	chr2	4.66276238147655
2321	2340	JAX00486277	JAX00486309	20	29161348	29428227	chr2	4.66317143413413
2341	2360	JAX00486311	JAX00486352	20	29433875	29668914	chr2	4.61223647944431
2361	2380	JAX00486353	JAX00092638	20	29670336	29929942	chr2	4.53848964408972
2381	2400	JAX00092643	UNC2819023	20	29968274	30447927	chr2	4.54324121202888
2401	2420	UNC2819709	JAX00486512	20	30502285	30864315	chr2	4.43896265869177
2421	2440	JAX00092709	JAX00486552	20	30864998	31062072	chr2	4.32437660396001
2441	2460	JAX00486557	JAX00092749	20	31094194	31412972	chr2	4.36735891257715
